gene	n_ss_samples_with_upoutlier	pct_ss_samples_with_upoutlier	list_of_samples
EGR2	1	2.7777777777777777	THR39_1367_S01
EHMT1	1	2.7777777777777777	THR31_1386_S01
EIF2AK4	1	2.7777777777777777	TCGA-DX-AB3C-01
EIF3G	1	2.7777777777777777	TCGA-DX-A7EQ-01
EIF3K	1	2.7777777777777777	TCGA-DX-A7EQ-01
ELK1	1	2.7777777777777777	TH03_0112_S01
ELOVL6	1	2.7777777777777777	THR39_1372_S01
ELP2	1	2.7777777777777777	THR39_1378_S01
ELP3	1	2.7777777777777777	THR31_1386_S01
EMD	1	2.7777777777777777	THR39_1372_S01
EMG1	1	2.7777777777777777	TCGA-DX-A7EQ-01
EMX2	1	2.7777777777777777	THR39_1366_S01
EMX2OS	1	2.7777777777777777	THR39_1366_S01
ENO3	1	2.7777777777777777	TCGA-Z4-AAPF-01
ENOPH1	1	2.7777777777777777	THR39_1368_S01
ENOX2	1	2.7777777777777777	THR39_1368_S01
EOGT	1	2.7777777777777777	TH03_0156_S01
EPYC	1	2.7777777777777777	TCGA-WK-A8XT-01
ERCC1	1	2.7777777777777777	TCGA-DX-A7EQ-01
ERMARD	1	2.7777777777777777	THR39_1378_S01
ESYT1	1	2.7777777777777777	TH27_0976_S01
EVC	1	2.7777777777777777	TH27_0976_S01
Evf1_2	1	2.7777777777777777	TCGA-DX-AB3C-01
EXT2	1	2.7777777777777777	THR39_1368_S01
EXTL3	1	2.7777777777777777	THR31_1386_S01
F10	1	2.7777777777777777	THR39_1362_S01
F13A1	1	2.7777777777777777	THR39_1364_S01
FAAP20	1	2.7777777777777777	TCGA-DX-A7EQ-01
FAIM2	1	2.7777777777777777	THR39_1372_S01
FAM104B	1	2.7777777777777777	THR39_1360_S01
FAM118A	1	2.7777777777777777	THR39_1373_S01
FAM173A	1	2.7777777777777777	TCGA-DX-A7EQ-01
FAM20C	1	2.7777777777777777	TCGA-DX-A7EQ-01
FAM222A	1	2.7777777777777777	THR39_1372_S01
FAM32A	1	2.7777777777777777	TH03_0112_S01
FAM53C	1	2.7777777777777777	THR39_1371_S01
FAM69C	1	2.7777777777777777	THR39_1366_S01
FAM8A1	1	2.7777777777777777	THR39_1369_S01
FAM98A	1	2.7777777777777777	THR31_1392_S01
FAM9C	1	2.7777777777777777	TCGA-DX-AB3C-01
FAU	1	2.7777777777777777	TCGA-DX-AB3C-01
FBL	1	2.7777777777777777	TCGA-DX-A7ER-01
FBLN2	1	2.7777777777777777	THR39_1372_S01
FBLN5	1	2.7777777777777777	TCGA-DX-AB3B-01
FBRS	1	2.7777777777777777	TH03_0112_S01
FBRSL1	1	2.7777777777777777	THR39_1362_S01
FENDRR	1	2.7777777777777777	THR39_1369_S01
FEZF2	1	2.7777777777777777	TCGA-DX-AB3B-01
FGD1	1	2.7777777777777777	THR39_1360_S01
FGF10	1	2.7777777777777777	THR39_1368_S01
FGF19	1	2.7777777777777777	THR39_1362_S01
FGFR1OP2	1	2.7777777777777777	THR39_1371_S01
FGFRL1	1	2.7777777777777777	THR39_1372_S01
FGG	1	2.7777777777777777	THR39_1361_S01
FIGN	1	2.7777777777777777	THR31_1386_S01
FKBP2	1	2.7777777777777777	TCGA-DX-A7EQ-01
FKBP5	1	2.7777777777777777	THR31_1386_S01
FMR1	1	2.7777777777777777	THR39_1372_S01
FOXC2	1	2.7777777777777777	THR31_1386_S01
FOXD2-AS1	1	2.7777777777777777	TCGA-DX-AB3B-01
FOXP1	1	2.7777777777777777	THR39_1370_S01
FOXP2	1	2.7777777777777777	THR39_1373_S01
FRA10AC1	1	2.7777777777777777	TCGA-DX-A7EQ-01
FREM1	1	2.7777777777777777	THR39_1362_S01
FRG1	1	2.7777777777777777	TCGA-DX-A7EQ-01
FRS2	1	2.7777777777777777	THR31_1386_S01
FUNDC2	1	2.7777777777777777	THR39_1364_S01
FZD7	1	2.7777777777777777	THR31_1386_S01
GAB1	1	2.7777777777777777	THR39_1367_S01
GAD1	1	2.7777777777777777	THR39_1362_S01
GADD45GIP1	1	2.7777777777777777	TCGA-DX-A7EQ-01
GAL	1	2.7777777777777777	THR39_1361_S01
GALNT16	1	2.7777777777777777	THR39_1367_S01
GALNT8	1	2.7777777777777777	TCGA-DX-AB3C-01
GAS6	1	2.7777777777777777	THR39_1372_S01
GATSL3	1	2.7777777777777777	TCGA-DX-A7EQ-01
GBA	1	2.7777777777777777	TCGA-DX-A7EQ-01
GDF10	1	2.7777777777777777	THR39_1361_S01
GFER	1	2.7777777777777777	TCGA-DX-A7EQ-01
GFPT2	1	2.7777777777777777	THR39_1364_S01
GLA	1	2.7777777777777777	THR39_1369_S01
GLG1	1	2.7777777777777777	THR39_1372_S01
GLI2	1	2.7777777777777777	THR31_1386_S01
GNG13	1	2.7777777777777777	THR39_1362_S01
GPANK1	1	2.7777777777777777	TH03_0112_S01
GPATCH3	1	2.7777777777777777	TCGA-DX-A7EQ-01
GPC3	1	2.7777777777777777	TCGA-DX-AB3B-01
GPC4	1	2.7777777777777777	TCGA-X6-A8C7-01
GPR137C	1	2.7777777777777777	THR39_1369_S01
GPS1	1	2.7777777777777777	TCGA-DX-A7EQ-01
GRID1	1	2.7777777777777777	TCGA-DX-AB3B-01
GRIN1	1	2.7777777777777777	TCGA-DX-A7EQ-01
GRIN2D	1	2.7777777777777777	THR31_1386_S01
GSG1L	1	2.7777777777777777	THR39_1364_S01
GSTM5	1	2.7777777777777777	THR39_1361_S01
GTF2F1	1	2.7777777777777777	THR31_1386_S01
GTPBP3	1	2.7777777777777777	THR39_1376_S01
GUSBP11	1	2.7777777777777777	THR39_1378_S01
GXYLT2	1	2.7777777777777777	THR39_1369_S01
H2AFB1	1	2.7777777777777777	TCGA-MJ-A850-01
HAAO	1	2.7777777777777777	TH27_0976_S01
HAGHL	1	2.7777777777777777	TCGA-DX-A7EQ-01
HAPLN3	1	2.7777777777777777	THR39_1372_S01
HBA2	1	2.7777777777777777	THR31_1392_S01
HBB	1	2.7777777777777777	THR31_1392_S01
HBG2	1	2.7777777777777777	THR31_1392_S01
HBQ1	1	2.7777777777777777	TCGA-DX-A7EQ-01
HCFC1R1	1	2.7777777777777777	TCGA-DX-A7EQ-01
HCG18	1	2.7777777777777777	THR39_1369_S01
HDAC2	1	2.7777777777777777	THR39_1374_S01
HDGFRP2	1	2.7777777777777777	TCGA-DX-A7EQ-01
HDLBP	1	2.7777777777777777	THR31_1386_S01
HEPH	1	2.7777777777777777	THR39_1364_S01
HERC2P2	1	2.7777777777777777	THR39_1373_S01
HES5	1	2.7777777777777777	THR39_1362_S01
HEY2	1	2.7777777777777777	THR39_1374_S01
HGF	1	2.7777777777777777	TCGA-DX-A7EO-01
HHATL	1	2.7777777777777777	TCGA-Z4-AAPF-01
HHIP-AS1	1	2.7777777777777777	TCGA-DX-A7EO-01
HIF3A	1	2.7777777777777777	THR31_1386_S01
HILS1	1	2.7777777777777777	TCGA-DX-A7EQ-01
HMCN2	1	2.7777777777777777	THR39_1361_S01
HMGA2	1	2.7777777777777777	THR39_1368_S01
HNRNPD	1	2.7777777777777777	THR39_1368_S01
HNRNPDL	1	2.7777777777777777	THR39_1368_S01
HOTAIRM1_5	1	2.7777777777777777	THR39_1378_S01
HOXA5	1	2.7777777777777777	TCGA-DX-A7ER-01
HP	1	2.7777777777777777	THR39_1365_S01
HRC	1	2.7777777777777777	TCGA-Z4-AAPF-01
HS2ST1	1	2.7777777777777777	THR39_1366_S01
HS3ST3B1	1	2.7777777777777777	THR39_1367_S01
HSP90B1	1	2.7777777777777777	THR39_1372_S01
HSPA12A	1	2.7777777777777777	THR39_1373_S01
HSPA5	1	2.7777777777777777	THR39_1372_S01
HSPB2	1	2.7777777777777777	TCGA-Z4-AAPF-01
HSPB2-C11orf52	1	2.7777777777777777	TCGA-Z4-AAPF-01
HSPB3	1	2.7777777777777777	TCGA-Z4-AAPF-01
HSPB7	1	2.7777777777777777	TCGA-Z4-AAPF-01
HTATSF1	1	2.7777777777777777	THR39_1364_S01
ID2	1	2.7777777777777777	THR39_1365_S01
IER2	1	2.7777777777777777	TCGA-Z4-AAPF-01
IER5L	1	2.7777777777777777	TH27_0976_S01
IFI27L1	1	2.7777777777777777	TCGA-DX-A7EQ-01
IFIH1	1	2.7777777777777777	THR39_1364_S01
IFT20	1	2.7777777777777777	THR39_1371_S01
IGKV1D-17	1	2.7777777777777777	TCGA-DX-AB3B-01
IGKV2-29	1	2.7777777777777777	THR39_1370_S01
IGKV2-30	1	2.7777777777777777	TCGA-DX-AB3B-01
IGLON5	1	2.7777777777777777	THR39_1360_S01
IGSF1	1	2.7777777777777777	TCGA-FX-A8OO-01
IKBKAP	1	2.7777777777777777	THR39_1368_S01
IL6	1	2.7777777777777777	TCGA-MJ-A850-01
INAFM1	1	2.7777777777777777	TCGA-DX-A7ER-01
INF2	1	2.7777777777777777	TCGA-DX-A7EQ-01
ING1	1	2.7777777777777777	THR39_1371_S01
INO80E	1	2.7777777777777777	TH03_0112_S01
INPP5A	1	2.7777777777777777	THR39_1362_S01
INPPL1	1	2.7777777777777777	TH03_0156_S01
INSIG2	1	2.7777777777777777	TCGA-DX-AB3C-01
IQSEC3	1	2.7777777777777777	THR39_1378_S01
IRF2BP2	1	2.7777777777777777	THR39_1369_S01
ISLR2	1	2.7777777777777777	THR39_1362_S01
ISYNA1	1	2.7777777777777777	TCGA-DX-AB3C-01
ITGA9	1	2.7777777777777777	THR39_1370_S01
ITSN1	1	2.7777777777777777	THR31_1386_S01
IZUMO4	1	2.7777777777777777	TCGA-DX-A7EQ-01
JPX	1	2.7777777777777777	THR39_1372_S01
JPX_1	1	2.7777777777777777	TH27_0976_S01
JSRP1	1	2.7777777777777777	TCGA-Z4-AAPF-01
KATNBL1	1	2.7777777777777777	THR39_1368_S01
KCNG1	1	2.7777777777777777	THR31_1386_S01
KCTD12	1	2.7777777777777777	THR39_1366_S01
KCTD13	1	2.7777777777777777	TH03_0112_S01
KCTD5	1	2.7777777777777777	TH03_0112_S01
KDELC1	1	2.7777777777777777	THR39_1368_S01
KDM6B	1	2.7777777777777777	THR31_1393_S01
KIAA0895L	1	2.7777777777777777	THR39_1368_S01
KIAA1683	1	2.7777777777777777	THR39_1378_S01
KIAA1755	1	2.7777777777777777	TCGA-DX-AB3B-01
KIF1A	1	2.7777777777777777	THR39_1362_S01
KIFAP3	1	2.7777777777777777	TH27_0976_S01
KIFC2	1	2.7777777777777777	THR39_1368_S01
KITLG	1	2.7777777777777777	TCGA-X6-A8C7-01
KIZ	1	2.7777777777777777	TCGA-DX-AB3B-01
KLF10	1	2.7777777777777777	THR39_1369_S01
KLHL17	1	2.7777777777777777	THR39_1368_S01
KLHL41	1	2.7777777777777777	TCGA-Z4-AAPF-01
KRAS	1	2.7777777777777777	THR39_1363_S01
KRT1	1	2.7777777777777777	TH27_0976_S01
KRT10	1	2.7777777777777777	TH27_0976_S01
KRT13	1	2.7777777777777777	TCGA-FX-A8OO-01
KRT16	1	2.7777777777777777	THR39_1365_S01
KRT6B	1	2.7777777777777777	TCGA-MJ-A850-01
KRTDAP	1	2.7777777777777777	TH27_0976_S01
L3HYPDH	1	2.7777777777777777	THR39_1376_S01
LAGE3	1	2.7777777777777777	TCGA-DX-A7EQ-01
LAMA2	1	2.7777777777777777	TH27_0976_S01
LAMA4	1	2.7777777777777777	THR39_1374_S01
LAMB2	1	2.7777777777777777	TCGA-DX-A7EQ-01
LAMTOR4	1	2.7777777777777777	TCGA-DX-A7EQ-01
LAYN	1	2.7777777777777777	THR31_1386_S01
LCAT	1	2.7777777777777777	THR39_1378_S01
LDB3	1	2.7777777777777777	TCGA-Z4-AAPF-01
LENG9	1	2.7777777777777777	TCGA-DX-A7EQ-01
LEPR	1	2.7777777777777777	THR39_1361_S01
LGI4	1	2.7777777777777777	THR39_1378_S01
LGR4	1	2.7777777777777777	TCGA-X6-A8C7-01
LHX2	1	2.7777777777777777	TCGA-X6-A8C7-01
LIF	1	2.7777777777777777	TCGA-MJ-A850-01
LINC00176	1	2.7777777777777777	TCGA-DX-A7EQ-01
LINC00685	1	2.7777777777777777	TCGA-DX-A7EQ-01
LINC01160	1	2.7777777777777777	THR39_1361_S01
LINC01405	1	2.7777777777777777	TCGA-Z4-AAPF-01
LINC01420	1	2.7777777777777777	THR39_1372_S01
LINC01511	1	2.7777777777777777	THR39_1372_S01
LLNLR-284B4.1	1	2.7777777777777777	TCGA-DX-AB3C-01
LMOD2	1	2.7777777777777777	TCGA-Z4-AAPF-01
LMOD3	1	2.7777777777777777	TCGA-Z4-AAPF-01
LMX1B	1	2.7777777777777777	THR31_1386_S01
LOXL2	1	2.7777777777777777	TH27_0976_S01
LPIN1	1	2.7777777777777777	TH27_0976_S01
LRCOL1	1	2.7777777777777777	THR39_1362_S01
LRIG3	1	2.7777777777777777	THR39_1371_S01
LRP2	1	2.7777777777777777	THR39_1362_S01
LRP6	1	2.7777777777777777	THR31_1386_S01
LRPAP1	1	2.7777777777777777	THR39_1372_S01
LRRN1	1	2.7777777777777777	THR39_1375_S01
LRRN3	1	2.7777777777777777	THR31_1392_S01
LXN	1	2.7777777777777777	TH27_0976_S01
LZTS1	1	2.7777777777777777	TH27_0976_S01
MACROD1	1	2.7777777777777777	TCGA-DX-A7EQ-01
MAEA	1	2.7777777777777777	THR39_1372_S01
MAGI1	1	2.7777777777777777	THR39_1377_S01
MAMSTR	1	2.7777777777777777	TCGA-DX-A7EQ-01
MAN1B1	1	2.7777777777777777	TCGA-DX-A7EQ-01
MAN2B2	1	2.7777777777777777	THR39_1372_S01
MAP2K2	1	2.7777777777777777	TCGA-DX-A7EQ-01
MAPK11	1	2.7777777777777777	TCGA-DX-A7EQ-01
MARCH9	1	2.7777777777777777	THR39_1372_S01
MARCKS	1	2.7777777777777777	THR39_1374_S01
MATN3	1	2.7777777777777777	THR31_1386_S01
MB	1	2.7777777777777777	TCGA-Z4-AAPF-01
MCF2L	1	2.7777777777777777	THR39_1362_S01
MCTS1	1	2.7777777777777777	THR39_1364_S01
MDN1	1	2.7777777777777777	TCGA-DX-AB3C-01
MED27	1	2.7777777777777777	THR31_1386_S01
MED28	1	2.7777777777777777	THR39_1372_S01
MED29	1	2.7777777777777777	THR31_1386_S01
MEF2A	1	2.7777777777777777	THR39_1372_S01
MEG8	1	2.7777777777777777	THR39_1378_S01
MEG9	1	2.7777777777777777	THR39_1378_S01
METRN	1	2.7777777777777777	TCGA-DX-A7EQ-01
MFI2-AS1	1	2.7777777777777777	THR39_1378_S01
MFSD1	1	2.7777777777777777	TH27_0976_S01
MIB2	1	2.7777777777777777	TCGA-DX-A7EQ-01
MICALL2	1	2.7777777777777777	TCGA-DX-A7EQ-01
MIIP	1	2.7777777777777777	TCGA-DX-A7EQ-01
MIPOL1	1	2.7777777777777777	THR39_1373_S01
MIR100HG	1	2.7777777777777777	THR39_1366_S01
MKX	1	2.7777777777777777	TH27_0976_S01
MLLT1	1	2.7777777777777777	TH03_0112_S01
MNT	1	2.7777777777777777	THR31_1386_S01
MRPL1	1	2.7777777777777777	THR39_1368_S01
MRPL23	1	2.7777777777777777	TCGA-DX-A7EQ-01
MRPL27	1	2.7777777777777777	TCGA-DX-A7EQ-01
MRPL28	1	2.7777777777777777	TCGA-DX-A7EQ-01
MRPL45	1	2.7777777777777777	THR39_1370_S01
MRPL52	1	2.7777777777777777	TCGA-DX-A7EQ-01
MRPS2	1	2.7777777777777777	THR31_1386_S01
MSC-AS1	1	2.7777777777777777	THR39_1368_S01
MSL3	1	2.7777777777777777	THR39_1368_S01
MTATP8P1	1	2.7777777777777777	THR39_1378_S01
MTERF4	1	2.7777777777777777	THR39_1368_S01
MTHFD1	1	2.7777777777777777	TCGA-DX-AB3C-01
MTURN	1	2.7777777777777777	THR39_1367_S01
MUC4	1	2.7777777777777777	THR39_1372_S01
MUSTN1	1	2.7777777777777777	TCGA-Z4-AAPF-01
MXRA5	1	2.7777777777777777	THR39_1366_S01
MYBPC1	1	2.7777777777777777	TCGA-Z4-AAPF-01
MYBPC2	1	2.7777777777777777	TCGA-Z4-AAPF-01
MYBPH	1	2.7777777777777777	TCGA-Z4-AAPF-01
MYEOV2	1	2.7777777777777777	TCGA-DX-A7EQ-01
MYF6	1	2.7777777777777777	TCGA-Z4-AAPF-01
MYH1	1	2.7777777777777777	TCGA-Z4-AAPF-01
MYH2	1	2.7777777777777777	TCGA-Z4-AAPF-01
MYH7	1	2.7777777777777777	TCGA-Z4-AAPF-01
MYL2	1	2.7777777777777777	TCGA-Z4-AAPF-01
MYL3	1	2.7777777777777777	TCGA-Z4-AAPF-01
MYL6B	1	2.7777777777777777	TCGA-Z4-AAPF-01
MYLK2	1	2.7777777777777777	TCGA-Z4-AAPF-01
MYLPF	1	2.7777777777777777	TCGA-Z4-AAPF-01
MYO18A	1	2.7777777777777777	TCGA-Z4-AAPF-01
MYO18B	1	2.7777777777777777	TCGA-Z4-AAPF-01
MYOC	1	2.7777777777777777	TCGA-FX-A8OO-01
MYOG	1	2.7777777777777777	TCGA-Z4-AAPF-01
MYOM1	1	2.7777777777777777	TCGA-Z4-AAPF-01
MYOM3	1	2.7777777777777777	TCGA-Z4-AAPF-01
MYOT	1	2.7777777777777777	TCGA-Z4-AAPF-01
MYOZ1	1	2.7777777777777777	TCGA-Z4-AAPF-01
MYOZ2	1	2.7777777777777777	TCGA-Z4-AAPF-01
MZT1	1	2.7777777777777777	THR39_1362_S01
NAA10	1	2.7777777777777777	THR39_1364_S01
NAA38	1	2.7777777777777777	TCGA-DX-A7EQ-01
NAA60	1	2.7777777777777777	TH03_0112_S01
NACA	1	2.7777777777777777	TCGA-DX-AB3C-01
NANOS1	1	2.7777777777777777	THR39_1372_S01
NAT14	1	2.7777777777777777	TCGA-DX-A7EQ-01
NAV3	1	2.7777777777777777	TH27_0976_S01
NBAS	1	2.7777777777777777	TCGA-DX-A7EQ-01
NBL1	1	2.7777777777777777	TCGA-DX-AB3B-01
NBPF8	1	2.7777777777777777	THR39_1376_S01
NCAM1	1	2.7777777777777777	THR31_1386_S01
NCLN	1	2.7777777777777777	TCGA-DX-A7EQ-01
NCOR2	1	2.7777777777777777	THR31_1386_S01
NDUFA11	1	2.7777777777777777	TCGA-DX-A7EQ-01
NDUFA13	1	2.7777777777777777	TCGA-DX-A7EQ-01
NDUFA3	1	2.7777777777777777	TCGA-DX-A7EQ-01
NDUFAF5	1	2.7777777777777777	THR39_1364_S01
NDUFB11	1	2.7777777777777777	TCGA-DX-A7EQ-01
NDUFS4	1	2.7777777777777777	THR39_1363_S01
NDUFS8	1	2.7777777777777777	TCGA-DX-A7EQ-01
NDUFV1	1	2.7777777777777777	TCGA-DX-A7EQ-01
NEB	1	2.7777777777777777	TCGA-Z4-AAPF-01
NECAB1	1	2.7777777777777777	TCGA-FX-A8OO-01
NEK9	1	2.7777777777777777	THR39_1368_S01
NENF	1	2.7777777777777777	TCGA-DX-A7EQ-01
NEXN	1	2.7777777777777777	TCGA-Z4-AAPF-01
NFKBIL1	1	2.7777777777777777	THR31_1386_S01
NGLY1	1	2.7777777777777777	THR39_1367_S01
NKD1	1	2.7777777777777777	THR39_1364_S01
NKIRAS2	1	2.7777777777777777	TH03_0112_S01
NKX6-1	1	2.7777777777777777	TH03_0112_S01
NME3	1	2.7777777777777777	TCGA-DX-A7EQ-01
NMRK2	1	2.7777777777777777	TCGA-Z4-AAPF-01
NOMO1	1	2.7777777777777777	TH03_0112_S01
NOSIP	1	2.7777777777777777	TCGA-DX-A7EQ-01
NOXO1	1	2.7777777777777777	TCGA-DX-A7EQ-01
NPIPA1	1	2.7777777777777777	THR39_1378_S01
NPIPA5	1	2.7777777777777777	THR39_1378_S01
NPM1	1	2.7777777777777777	THR31_1386_S01
NPY	1	2.7777777777777777	TCGA-DX-AB3B-01
NRAP	1	2.7777777777777777	TCGA-Z4-AAPF-01
NRBP1	1	2.7777777777777777	TH27_0976_S01
NRN1	1	2.7777777777777777	TCGA-FX-A8OO-01
NRP1	1	2.7777777777777777	THR39_1366_S01
NTHL1	1	2.7777777777777777	TCGA-DX-A7EQ-01
NTSR1	1	2.7777777777777777	THR39_1372_S01
NUDT14	1	2.7777777777777777	TCGA-DX-A7EQ-01
NUMBL	1	2.7777777777777777	THR31_1386_S01
NUP54	1	2.7777777777777777	THR39_1368_S01
NUTM2A-AS1	1	2.7777777777777777	THR39_1366_S01
NXN	1	2.7777777777777777	THR31_1386_S01
OBSCN	1	2.7777777777777777	TCGA-Z4-AAPF-01
OCA2	1	2.7777777777777777	THR31_1386_S01
OCRL	1	2.7777777777777777	THR39_1364_S01
OGFOD2	1	2.7777777777777777	THR31_1386_S01
OGFOD3	1	2.7777777777777777	THR39_1372_S01
OLIG1	1	2.7777777777777777	THR39_1371_S01
OMD	1	2.7777777777777777	THR39_1366_S01
ORAOV1	1	2.7777777777777777	TCGA-DX-A7EQ-01
ORM2	1	2.7777777777777777	TCGA-DX-A7EQ-01
ORMDL1	1	2.7777777777777777	THR39_1362_S01
OTUD1	1	2.7777777777777777	TCGA-Z4-AAPF-01
OTUD5	1	2.7777777777777777	THR39_1360_S01
OTUD6B	1	2.7777777777777777	TCGA-FX-A8OO-01
OTUD6B-AS1	1	2.7777777777777777	TCGA-FX-A8OO-01
OTX2	1	2.7777777777777777	THR39_1362_S01
OXR1	1	2.7777777777777777	THR39_1369_S01
P2RX2	1	2.7777777777777777	THR39_1362_S01
P3H1	1	2.7777777777777777	TCGA-DX-A7ER-01
P3H4	1	2.7777777777777777	TH03_0112_S01
PAPSS1	1	2.7777777777777777	THR39_1370_S01
PARN	1	2.7777777777777777	TH03_0112_S01
PARP6	1	2.7777777777777777	THR39_1378_S01
PBX2	1	2.7777777777777777	TH03_0156_S01
PCDH10	1	2.7777777777777777	THR39_1374_S01
PCDH18	1	2.7777777777777777	THR39_1374_S01
PCDH19	1	2.7777777777777777	TCGA-DX-AB3C-01
PCDH9	1	2.7777777777777777	THR39_1373_S01
PCDHB11	1	2.7777777777777777	THR39_1369_S01
PCDHB5	1	2.7777777777777777	TCGA-WK-A8XT-01
PCDHGA12	1	2.7777777777777777	THR39_1367_S01
PCDHGA7	1	2.7777777777777777	THR31_1393_S01
PCDHGB1	1	2.7777777777777777	THR31_1386_S01
PCGF1	1	2.7777777777777777	THR39_1362_S01
PCGF3	1	2.7777777777777777	THR39_1368_S01
PCNXL4	1	2.7777777777777777	THR39_1368_S01
PCSK9	1	2.7777777777777777	THR39_1371_S01
PDCL3P4	1	2.7777777777777777	THR39_1378_S01
PDE4DIP	1	2.7777777777777777	TCGA-Z4-AAPF-01
PDE5A	1	2.7777777777777777	THR39_1363_S01
PDS5B	1	2.7777777777777777	THR31_1386_S01
PDYN	1	2.7777777777777777	THR39_1370_S01
PEBP4	1	2.7777777777777777	TCGA-DX-A7EQ-01
PEX1	1	2.7777777777777777	THR39_1376_S01
PEX2	1	2.7777777777777777	THR39_1370_S01
PFDN5	1	2.7777777777777777	TCGA-DX-A7EQ-01
PGA3	1	2.7777777777777777	THR39_1375_S01
PGA5	1	2.7777777777777777	THR39_1375_S01
PGAM2	1	2.7777777777777777	TCGA-Z4-AAPF-01
PGM5	1	2.7777777777777777	TCGA-FX-A8OO-01
PGPEP1	1	2.7777777777777777	TCGA-DX-A7EQ-01
PHAX	1	2.7777777777777777	THR31_1392_S01
PHF21A	1	2.7777777777777777	THR39_1368_S01
PHF6	1	2.7777777777777777	THR39_1364_S01
PHPT1	1	2.7777777777777777	TCGA-DX-A7EQ-01
PI16	1	2.7777777777777777	TCGA-Z4-AAPF-01
PI4KAP1	1	2.7777777777777777	THR39_1368_S01
PID1	1	2.7777777777777777	THR39_1361_S01
PIEZO1	1	2.7777777777777777	TCGA-DX-A7EQ-01
PIGF	1	2.7777777777777777	THR39_1362_S01
PIGG	1	2.7777777777777777	THR39_1372_S01
PIGQ	1	2.7777777777777777	TCGA-DX-A7EQ-01
PIP4K2B	1	2.7777777777777777	THR39_1371_S01
PITX2	1	2.7777777777777777	THR39_1362_S01
PKD1P6	1	2.7777777777777777	THR39_1371_S01
PKIA	1	2.7777777777777777	THR39_1370_S01
PLAC9	1	2.7777777777777777	TCGA-DX-AB3C-01
PLCD4	1	2.7777777777777777	THR39_1378_S01
PLCH2	1	2.7777777777777777	THR39_1362_S01
PLEC	1	2.7777777777777777	THR31_1386_S01
PLN	1	2.7777777777777777	TCGA-MJ-A850-01
PLXNA3	1	2.7777777777777777	THR39_1372_S01
PLXND1	1	2.7777777777777777	TCGA-DX-A7EQ-01
POLI	1	2.7777777777777777	THR39_1372_S01
POLR2L	1	2.7777777777777777	TCGA-DX-A7EQ-01
POLR3D	1	2.7777777777777777	THR31_1386_S01
POMGNT1	1	2.7777777777777777	TCGA-DX-A7EQ-01
PPHLN1	1	2.7777777777777777	THR39_1371_S01
PPIL3	1	2.7777777777777777	THR39_1368_S01
PPIL4	1	2.7777777777777777	THR39_1369_S01
PPIP5K2	1	2.7777777777777777	THR39_1369_S01
PPM1N	1	2.7777777777777777	THR39_1378_S01
PPP1R10	1	2.7777777777777777	THR31_1386_S01
PPP1R27	1	2.7777777777777777	TCGA-Z4-AAPF-01
PPP2R3B	1	2.7777777777777777	THR39_1364_S01
PPP3CB	1	2.7777777777777777	THR39_1367_S01
PQBP1	1	2.7777777777777777	TCGA-DX-AB3C-01
PRAP1	1	2.7777777777777777	THR39_1362_S01
PRCD	1	2.7777777777777777	THR39_1378_S01
PRKAB1	1	2.7777777777777777	THR31_1386_S01
PRPF40B	1	2.7777777777777777	THR39_1372_S01
PRR12	1	2.7777777777777777	THR31_1386_S01
PRR5	1	2.7777777777777777	TCGA-DX-A7EQ-01
PRRC2A	1	2.7777777777777777	TCGA-DX-AB3C-01
PRRC2B	1	2.7777777777777777	TH27_0976_S01
PRRX1	1	2.7777777777777777	TH27_0976_S01
PRSS2	1	2.7777777777777777	TCGA-X6-A8C7-01
PRSS30P	1	2.7777777777777777	THR39_1378_S01
PRSS50	1	2.7777777777777777	THR39_1378_S01
PSMA3-AS1	1	2.7777777777777777	THR39_1368_S01
PTGDS	1	2.7777777777777777	TCGA-DX-A7EQ-01
PTGER2	1	2.7777777777777777	THR39_1366_S01
PTGER4	1	2.7777777777777777	TCGA-X6-A8C7-01
PTHLH	1	2.7777777777777777	THR39_1363_S01
PTOV1	1	2.7777777777777777	TCGA-DX-A7EQ-01
PTPRD	1	2.7777777777777777	THR39_1369_S01
PUM1	1	2.7777777777777777	THR31_1392_S01
PYGM	1	2.7777777777777777	TCGA-Z4-AAPF-01
QPCT	1	2.7777777777777777	THR39_1370_S01
QRFPR	1	2.7777777777777777	THR39_1370_S01
RAB26	1	2.7777777777777777	TCGA-DX-A7EQ-01
RAB5B	1	2.7777777777777777	TH27_0976_S01
RABAC1	1	2.7777777777777777	TCGA-DX-A7EQ-01
RANBP9	1	2.7777777777777777	TCGA-X6-A8C7-01
RAP2C	1	2.7777777777777777	THR39_1364_S01
RARG	1	2.7777777777777777	THR31_1386_S01
RASGRP2	1	2.7777777777777777	TCGA-DX-AB3C-01
RASL10A	1	2.7777777777777777	TCGA-DX-A7EQ-01
RAVER2	1	2.7777777777777777	THR39_1363_S01
RBM10	1	2.7777777777777777	THR31_1386_S01
RBPJ	1	2.7777777777777777	THR39_1361_S01
RBPJL	1	2.7777777777777777	THR39_1371_S01
RCN1	1	2.7777777777777777	TCGA-DX-A7EQ-01
RCN2	1	2.7777777777777777	THR39_1365_S01
REEP2	1	2.7777777777777777	TH27_0976_S01
RELB	1	2.7777777777777777	TCGA-MJ-A850-01
RET	1	2.7777777777777777	THR39_1372_S01
RGCC	1	2.7777777777777777	TH03_0112_S01
RGS2	1	2.7777777777777777	THR39_1363_S01
